hippo_id,smiles,inchikey,required_amount_mg,quoted_amount,quote_currency,quote_price,quote_lead_time_days,quote_supplier,quote_catalogue,quote_entry,quoted_smiles,quoted_purity,num_reaction_dependencies,num_product_dependencies,reaction_dependencies,product_dependencies,chemistry_types,scaffold_series
126088,CC(Cl)c1ncccn1,MSWLSTYPNQQTNW-UHFFFAOYSA-N,9.0,50.0,EUR,92.0,2,Enamine,EU stock,EN300-311846,CC(Cl)c1ncccn1.Cl,,9,9,"[123914, 126878, 126890, 126893, 126914, 126926, 126929, 126962, 126965]","[126239, 129149, 129161, 129164, 129185, 129197, 129200, 129233, 129236]",Williamson_ether_synthesis,[124233]
126083,[O-][n+]1cccnc1CCl,CQXXFUHHJBPEID-UHFFFAOYSA-N,9.0,100.0,EUR,94.0,10,Enamine,Global catalog,EN300-59979,[O-][n+]1cccnc1CCl,,9,9,"[123963, 126770, 126782, 126785, 126787, 126790, 126793, 126936, 126947]","[126295, 129041, 129053, 129056, 129058, 129061, 129064, 129207, 129218]",Williamson_ether_synthesis,[124233]
126672,COC(=O)Nc1ccccc1O,SWVPURTXCYPXDZ-UHFFFAOYSA-N,15.0,50.0,EUR,69.0,2,Enamine,EU stock,EN300-42358,COC(=O)Nc1ccccc1O,,15,15,"[124292, 124595, 124596, 124803, 124804, 126096, 126668, 126840, 126926, 126947, 128086, 128087, 128901, 129596, 129598]","[126673, 126990, 126991, 127201, 127202, 128367, 128939, 129111, 129197, 129218, 130021, 130022, 130712, 131281, 131283]",Williamson_ether_synthesis,[124233]
62365,CNC(=O)C1CCCNC1,LEEDUUNLCWJQNG-UHFFFAOYSA-N,47.0,50.0,EUR,44.0,2,Enamine,EU stock,EN300-74129,CNC(=O)C1CCCNC1.Cl,,47,47,"[120828, 122218, 122278, 122367, 122495, 122574, 122633, 122715, 122794, 122811, 122901, 123026, 123085, 123116, 123232, 123332, 123424, 123536, 123595, 123665, 123710, 123714, 123730, 123751, 123753, 123762, 132328, 133014, 133119, 145575, 146169, 147801, 148951, 149578, 149983, 150300, 150341, 150399, 151434, 151575, 151615, 151798, 151883, 151935, 151986, 152043, 153842]","[122996, 124456, 124518, 124613, 124750, 124829, 124888, 124970, 125051, 125069, 125163, 125289, 125351, 125383, 125504, 125607, 125699, 125811, 125871, 125945, 125990, 125994, 126010, 126031, 126033, 126042, 133701, 134454, 134563, 146367, 146976, 148719, 149909, 150581, 150998, 151321, 151363, 151423, 152482, 152623, 152663, 152846, 152931, 152983, 153034, 153091, 154894]",Amidation,"[122489, 122496, 124229, 124230, 124231, 124232, 124236]"
124327,O=C(O)Cc1ccccc1Br,DWXSYDKEWORWBT-UHFFFAOYSA-N,19.0,50.0,EUR,18.0,2,Enamine,EU stock,EN300-67391,O=C(O)Cc1ccccc1Br,,19,19,"[122110, 122892, 122896, 122899, 122901, 122902, 122903, 122910, 123699, 154382, 155202, 155225, 155234, 155236, 155239, 155240, 155457, 155458, 157645]","[124328, 125154, 125158, 125161, 125163, 125164, 125165, 125172, 125979, 155457, 156355, 156378, 156387, 156389, 156392, 156393, 156613, 156614, 158847]",Amidation,"[124229, 124235, 124237]"
62375,NC(=O)C1(O)CCCNC1,AKFTYWINLIAFIX-UHFFFAOYSA-N,48.0,50.0,EUR,240.0,2,Enamine,EU stock,EN300-210553,NC(=O)C1(O)CCCNC1,,48,48,"[120763, 120843, 122235, 122276, 122331, 122365, 122417, 122493, 122572, 122631, 122713, 122763, 122802, 122818, 122899, 123006, 123074, 123123, 123230, 123311, 123430, 123490, 123493, 123534, 123597, 123663, 123754, 132326, 132998, 133121, 133444, 145573, 146167, 147803, 148949, 149576, 149985, 150298, 150343, 150406, 151437, 151573, 151614, 151796, 151881, 151943, 151962, 152041]","[122922, 123011, 124473, 124516, 124574, 124611, 124671, 124748, 124827, 124886, 124968, 125019, 125060, 125076, 125161, 125269, 125340, 125390, 125502, 125586, 125705, 125765, 125768, 125809, 125873, 125943, 126034, 133699, 134438, 134565, 134894, 146365, 146974, 148721, 149907, 150579, 151000, 151319, 151365, 151430, 152485, 152621, 152662, 152844, 152929, 152991, 153010, 153089]",Amidation,"[122489, 122496, 124229, 124230, 124231, 124232, 124236]"
124340,O=C(O)Cc1ccc(O)cc1,XQXPVVBIMDBYFF-UHFFFAOYSA-N,16.0,50.0,EUR,18.0,2,Enamine,EU stock,EN300-18714,O=C(O)Cc1ccc(O)cc1,,16,16,"[122121, 122123, 123487, 123488, 123490, 123762, 154348, 154471, 154472, 154717, 154720, 154722, 154725, 154727, 154731, 157668]","[124341, 124343, 125762, 125763, 125765, 126042, 155421, 155591, 155592, 155870, 155873, 155875, 155878, 155880, 155884, 158870]",Amidation,"[124229, 124235, 124237]"
125397,O=C(O)Cc1cc(Br)ccc1Cl,UZYYQYJXBQXUDT-UHFFFAOYSA-N,10.0,50.0,EUR,18.0,2,Enamine,EU stock,EN300-395844,O=C(O)Cc1cc(Br)ccc1Cl,,10,10,"[123131, 154456, 155692, 155693, 155720, 155724, 155729, 155731, 155759, 155830]","[125400, 155576, 156851, 156852, 156879, 156883, 156888, 156890, 156918, 156989]",Amidation,"[124229, 124237]"
155479,NNC(=O)C1CCNC1,CVOILPBIXVGJPA-UHFFFAOYSA-N,50.0,50.0,EUR,187.0,2,Enamine,EU stock,EN300-28263139,Cl.Cl.NNC(=O)C1CCNC1,,50,50,"[154436, 154471, 154472, 154529, 154531, 154572, 154574, 154581, 154627, 154628, 154635, 154636, 154704, 154715, 154716, 154813, 154816, 154843, 154871, 154872, 154876, 154900, 154901, 154943, 155002, 155003, 155057, 155121, 155122, 155265, 155328, 155384, 155390, 155425, 155426, 155457, 155458, 155524, 155525, 155536, 155537, 155612, 155640, 155692, 155693, 155698, 155699, 155770, 155952, 155964]","[155539, 155591, 155592, 155665, 155667, 155712, 155714, 155722, 155779, 155780, 155787, 155788, 155857, 155868, 155869, 155966, 155969, 155996, 156024, 156025, 156029, 156053, 156054, 156096, 156155, 156156, 156210, 156274, 156275, 156418, 156481, 156540, 156546, 156581, 156582, 156613, 156614, 156681, 156682, 156693, 156694, 156769, 156799, 156851, 156852, 156857, 156858, 156929, 157111, 157123]",Amidation,[124237]
62373,CC1CCC(C(N)=O)CN1,WGGFJKKCAFNBGH-UHFFFAOYSA-N,49.0,50.0,EUR,63.0,2,Enamine,EU stock,EN300-43493,CC1CCC(C(N)=O)CN1,,49,49,"[120419, 120754, 120949, 122220, 122280, 122313, 122369, 122420, 122515, 122576, 122635, 122717, 122734, 122774, 122813, 122903, 123028, 123078, 123097, 123234, 123334, 123402, 123415, 123422, 123487, 123538, 123593, 123667, 132330, 133042, 133118, 133455, 145577, 146152, 147799, 148961, 149575, 149981, 150302, 150339, 150401, 151405, 151555, 151617, 151800, 151885, 151937, 151988, 152045]","[122448, 122913, 123119, 124458, 124520, 124553, 124615, 124674, 124770, 124831, 124890, 124972, 124989, 125031, 125071, 125165, 125291, 125344, 125364, 125506, 125609, 125677, 125690, 125697, 125762, 125813, 125869, 125947, 133703, 134482, 134562, 134906, 146369, 146958, 148717, 149919, 150578, 150996, 151323, 151361, 151425, 152453, 152603, 152665, 152848, 152933, 152985, 153036, 153093]",Amidation,"[122489, 122496, 124229, 124230, 124231, 124232, 124236]"
